0.0002	0.0008
0.0005	0.0013
0.0014	0.002
0.0032	0.0039
0.0005	0.001
0.0004	0.0007
0.0003	0.0007
0.0059	0.0061
0.0009	0.0013
0.0011	0.0013
0.001	0.0019
0.0005	0.0008
0.002	0.0044
0.0004	0.0006
0.0011	0.0013
0.0291	0.0266
0.0005	0.0009
0.0004	0.0013
0.0003	0.0005
0.0004	0.0006
0.0028	0.0067
0.0003	0.0007
0.0003	0.0005
0.002	0.0025
0.0129	0.01
0.0072	0.0097
0.0047	0.0048
